NAME	BLCA_C	BRCA_C	CESC_C	COAD_C	KICH_C	KIRC_C	KIRP_C	LUAD_C	LUSC_C	OV_C	PRAD_C	READ_C	UCEC_C	BLCA_N	BRCA_N	CESC_N	COAD_N	KICH_N	KIRC_N	KIRP_N	LUAD_N	LUSC_N	PRAD_N	READ_N	UCEC_N
COL4A1	6185.2954	8007.9827	2912.87515	7151.2545	7137.7797	25808.3716	3257.9251	7333.7216	6884.4464	4774.0395	3152.903	8957.48365	6519.0519	4936.9018	8141.6799	6122.5497	2119.2843	5254.4133	5593.3654	5348.5681	6350.4713	7562.1521	4485.9483	3618.67045	7499.8489
CRB2	1.37975	6.64385	2.57755	79.6691	2.9427	15.9292	5.5544	3.4554	3.238	597.4142	3.1486	79.80295	14.5206	7.874	49.4629	18.7279	87.3927	180.4097	422.88435	573.0855	4.4961	4.7393	2.6344	63.52285	47.9141
CTNNB1	6979.11	9276.5338	6130.9098	11018.0635	4989.8977	6844.4567	4754.5198	10452.7236	8314.7012	7080.1612	7944.5609	12085.42615	6701.311	7860.3947	12225.4522	8758.3276	8368.5416	6379.2788	7793.8035	6939.87215	9303.3051	9879.1252	9330.6521	8478.1234	8534.1191
CUL7	1222.3189	1266.9778	752.24665	857.178	1083.25585	1288.2602	1236.1141	1364.0628	1194.0911	2119.9699	1494.0196	883.6253	1384.3082	804.5948	1175.5649	1059.2186	625.8832	1056.898	1048.21005	1286.4913	816.1184	879.074	1196.34445	511.7994	1446.73005
DAB2	798.3434	1400.82525	354.4822	1403.9679	1384.61395	9638.2051	5988.3495	1263.7076	946.4599	850.491	747.2178	1550.66355	441.78415	2048.9939	2523.3959	2685.159	3872.8352	2513.2563	2283.33725	2675.818	2549.2859	2414.3791	1826.6921	3137.0098	2143.8257
DAB2IP	1373.00615	1057.18425	1711.4761	2042.0765	7682.3533	2072.9167	1850.6725	1147.9391	1242.7219	1683.7257	976.0377	1880.93145	1516.6183	1384.2566	2677.5039	1346.6758	1509.6188	2757.2405	7298.28525	7752.64075	3000.1026	3277.0642	575.31295	1881.16085	1721.203
DACT3	59.81955	94.0523	35.68275	55.5883	33.9547	162.7372	23.9126	109.3067	86.2517	76.2573	256.489	61.70165	55.7537	597.8082	88.3441	2303.4955	186.7205	138.5264	127.34125	148.8379	226.6566	245.4169	435.9733	585.2255	1314.92105
DAG1	3544.86365	4258.59495	3066.4536	3639.9788	4957.43615	2097.3705	3943.635	3151.1267	3030.5759	7963.7237	3573.8095	3529.5975	4012.86105	2850.3876	4138.3113	2815.9011	3671.0155	3942.881	5036.2206	4779.45825	3418.6173	3491.7709	3419.01485	4103.5766	2884.3643
DDR2	31.83605	174.82495	16.58755	74.293	32.61905	148.3011	8.08	101.2101	82.367	152.7813	116.1366	91.11275	47.1193	421.5737	857.1211	316.2544	235.2025	113.5463	179.45	125.33755	264.7392	330.4113	329.4574	663.3478	281.3656
DSP	6689.9911	13990.10325	23866.42135	8461.9914	7019.2513	1778.3655	3091.1901	6050.1697	21009.8917	9117.051	8237.8322	8963.6836	5979.356	3758.9041	11981.9062	221.2014	11737.616	4127.9231	6101.0824	5224.7047	1589.6679	1437.9908	8055.78725	10138.1769	950.6369
EFNA1	1945.36025	2416.5141	2701.21465	2090.5179	942.8351	2468.6426	1596.4485	3590.8212	2318.9088	1489.1806	2606.0762	2206.2153	2224.7131	767.0191	1327.1267	1413.4276	1814.4144	1277.6679	1000.1412	1191.8777	2916.3121	2808.6312	2043.5478	1859.09125	981.35395
ELL3	128.78065	276.1112	206.88395	296.2284	97.79535	77.5987	104.9	179.4607	130.3864	111.6894	380.0115	250.8883	240.03475	80.1688	143.1796	103.4947	376.7576	90.2701	82.2138	86.1557	92.4887	94.5597	177.6729	412.57815	94.45345
EOMES	5.305	17.8706	12.71075	8.483	4.50405	65.2681	11.1111	24.7072	26.1536	12.8305	7.6849	6.0753	9.76425	12.987	13.3028	6.7138	14.541	6.1243	7.09345	5.264	32.5677	46.6424	7.28815	12.3542	14.97025
EPB41L5	200.6759	609.5249	224.8129	365.6307	420.96065	552.474	1027.7033	629.0365	303.4722	448.7734	503.6206	408.0577	444.6755	371.7514	699.6298	546.8647	413.3119	1559.327	1828.08905	1684.5995	1593.8272	1432.7731	487.6179	376.99465	602.3834
EPHA3	62.98035	50.8733	12.7564	45.4337	32.37415	335.4941	10.3734	64.5209	45.3668	20.3822	621.6955	84.83385	20.70825	948.688	99.2549	354.2152	99.5514	80.1056	92.2503	71.5926	87.6683	141.5	1101.9745	330.82025	118.123
ERG	129.0195	261.75275	152.53535	113.0298	252.4331	979.657	64.3395	280.6855	215.8463	123.8239	335.5195	148.6443	178.4186	758.3213	671.0775	627.0627	453.6797	509.9578	539.0507	429.75755	504.7574	527.5	854.24595	549.13525	603.4767
EZH2	476.452	388.78	1033.8038	645.2541	55.4866	127.4547	123.2877	318.5982	629.8881	504.0679	115.5796	661.85225	414.0822	108.453	83.2925	39.4791	284.6939	35.2267	29.46365	26.59755	49.9445	65.2465	34.5608	307.8	64.97695
FAM101B	268.84505	397.2868	190.00385	243.5443	306.578	1025.4022	103.2134	320.7798	310.4942	179.6087	283.865	275.7779	262.31535	669.3878	589.5722	774.7772	389.8866	392.0395	416.0372	391.49955	767.3115	858.5192	353.63635	355.99525	587.5106
FAM195B	1881.7504	1261.99595	810.6022	734.6193	860.39805	885.4881	1903.7504	1247.0862	1038.1482	1639.218	1678.3546	676.49065	2325.5158	1421.0526	988.2734	2355.4455	591.0057	1467.5444	884.56475	1295.07535	1143.6252	1249.063	1582.5858	902.71215	1883.3354
FAM83D	682.5622	275.8952	1051.68255	652.9882	20.33695	89.1443	25.2036	269.3727	1057.3095	773.7533	157.3734	797.86425	339.3332	373.2057	26.1584	17.5463	294.3144	31.8432	64.9834	93.3908	45.5467	69.869	221.4965	450.6547	20.7922
FGF8	0.4834	0	0.4685	0.4393	0	0	0	0.5397	0.8384	0	0	0.37375	2.0161	0	0.361	0	0	0	0	0.52465	0.3894	0.3554	0	0	0.41255
FGFR2	513.85635	663.20815	612.8299	225.9868	618.20095	677.1729	605.7572	361.784	1664.5161	1579.7167	493.0176	176.26545	1572.985	1153.9808	1368.2237	1101.3201	1505.4672	1719.6815	1698.9966	1450.8358	1774.9196	1354.2659	1786.18755	1269.9895	2006.5703
FN1	21565.1559	75828.86885	4772.57515	13741.7012	6736.7202	30729.9331	4305.6022	47372.9105	32613.5391	17353.0637	6097.9567	22030.2746	6028.27595	15368.3621	11034.6654	13790.2673	8626.1648	5821.3639	9818.2071	6037.78355	68572.5126	79144.9541	9671.5345	17924.8953	11994.2496
FOXA1	1597.7068	6551.3555	649.24435	537.2288	0.4591	1.33	0.7937	1293.2769	569.9717	9.1409	10322.9205	224.54265	179.01745	1278.3562	1906.3722	0.6601	972.202	2.164	1.00585	1.0189	599.182	508.7239	5627.00015	643.81775	3.0256
FOXA2	0.31785	0	0.5656	765.4888	0	2.2394	0.4156	453.3116	28.1978	75.4586	4.0258	957.3999	711.0917	0	0	15.5477	231.2218	6.6813	2.7342	1.5437	937.6206	713.5883	16.5742	479.3372	313.1857
FOXC2	2.78395	8.1451	6.3824	3.9118	12.3988	95.3687	6.0373	3.9663	7.476	3.122	3.6377	6.74685	1.6484	7.0262	14.1584	9.2409	3.9019	69.2281	43.77545	53.8754	10.2708	12.677	5.18885	3.27215	5.1952
FOXF2	117.20465	51.90725	51.2705	86.9074	1.89195	11.0273	2.9089	113.914	193.2773	28.6369	70.8978	113.8517	20.4912	292.7114	52.2755	3.9604	355.4302	2.7557	3.1591	3.20005	370.1997	350.5564	179.9841	706.64915	3.61855
FUZ	303.1968	307.35335	252.4741	103.2113	512.3531	444.6779	582.2272	255.3557	221.2423	586.9974	361.5713	85.4279	597.8164	247.7761	277.85	376.8225	140.0709	654.8279	444.1449	637.81685	297.3179	276.7314	337.55685	169.8105	495.96965
GCNT2	82.3792	341.39505	224.05895	21.4778	456.29025	527.628	533.4814	610.3679	443.6314	159.6212	1227.2675	24.3874	694.736	136.4706	463.1708	167.4912	493.8685	792.0683	823.42505	700.1915	804.8569	698.366	2030.09625	330.89285	209.02635
GLIPR2	285.95885	523.42595	388.25895	345.484	95.48145	440.5728	283.9463	599.7899	470.9622	673.8501	1410.9538	245.3003	561.82415	953.9726	888.8378	2341.878	1205.2932	232.1627	186.888	156.3864	2827.9661	3037.4351	1748.89875	1544.0106	1608.3236
GREM1	590.84355	774.38365	212.6057	1489.8551	1.295	21.5061	3.5119	710.2317	944.2297	58.3283	371.5651	1686.23985	49.07075	252.7911	299.057	394.7195	1058.3514	142.3422	82.28735	55.28815	26.2411	28.6057	329.4357	1826.2819	279.38825
GSC	2.575	22.0056	1.98395	1.1761	0.7254	3.4823	0.7911	1.3281	3.5252	12.3035	29.4858	1.44755	36.00505	4.3415	31.1851	1.9802	0.3986	1.2148	0.93375	0.76645	0.774	0.9307	8.3015	0.3625	7.57385
GSK3B	1239.4319	1668.50375	1581.46855	1337.8781	1559.49465	1086.0852	1455.0243	1139.8499	1859.0893	1534.2338	1222.5239	1424.87145	999.49545	969.2052	1524.9658	742.4028	1138.4851	1035.5295	1350.4768	1155.8774	1464.2953	1375.1017	1154.744	1198.2743	885.41715
HAS2	87.84845	59.5613	35.1049	107.0106	1.29595	12.0306	1.7754	73.724	118.1907	43.362	12.2655	117.04835	15.66175	248.7453	85.2427	64.3564	103.8496	36.3727	35.44325	24.7691	112.8746	279.7	34.60505	133.3742	29.647
HDAC2	2510.4176	2118.93495	2679.4594	2782.5867	852.5823	1393.1004	1293.6317	1757.2305	2864.3397	2247.4368	1922.7274	3067.3646	2582.52115	1937.1227	1725.9751	1847.1947	1605.475	1457.2378	1597.8594	1348.95795	1307.243	1301.5363	1660.201	1823.3412	2347.6836
HEY1	161.40875	175.86265	145.12435	93.0705	677.76415	424.4175	40.3576	224.0058	871.5186	51.349	78.4738	98.63375	190.4081	122.5301	335.7165	178.0919	147.9934	177.0904	142.9868	109.2141	572.3623	598.887	109.52635	128.9955	125.6983
HEY2	30.8403	96.3525	43.5353	29.6479	44.04225	255.1828	145.5515	33.8034	50.5518	535.9927	68.2002	34.95165	384.23755	62.9921	367.43	123.7624	33.533	100.7397	104.6674	131.34035	87.436	78.4246	37.5057	55.99995	389.6601
HEYL	225.21925	360.87785	110.94095	253.6383	336.534	1765.2983	142.1639	448.8855	316.2391	247.2395	450.7128	296.0753	243.51615	270.0422	195.4049	1158.4158	143.6842	450.4969	444.23405	425.40945	871.7408	995.6815	337.55305	200.30105	1081.8111
HGF	9.9668	38.5694	7.14805	19.6535	25.0149	128.3363	21.9619	76.5197	32.2839	13.1323	50.2137	34.30885	11.16825	63.081	118.7784	87.1287	23.1234	124.0049	216.08445	117.35945	162.8264	275.7077	69.35885	32.81185	89.1775
HIF1A	3038.15055	2156.90125	3821.38075	2041.0388	4309.3531	3003.2051	4313.8205	4048.9356	5997.7874	3417.6188	2399.5977	1835.90895	3592.78465	3268.5914	2104.7065	2045.2145	2200.119	6762.9033	6188.47425	4328.99695	2720.9484	3295.4115	2730.8691	2425.41915	2289.8935
HMGA2	12.43165	4.74965	38.169	198.2987	1.40255	1.6124	19.2293	16.4835	390.0476	344.928	0.5886	206.81445	145.6865	1.7493	2.0367	4.2403	126.6247	2.8179	3.4409	3.0764	2.6227	2.8966	1.50125	114.77525	52.45385
HNRNPAB	4262.2746	3453.0553	4868.35695	5742.9403	2165.9774	2108.759	2534.8854	2859.6333	3098.1548	4667.4482	2918.7937	5712.0368	4884.90475	3226.9695	1781.0103	2095.8845	5586.5696	1715.4244	1549.511	1590.96265	1753.7893	1733.6732	1810.413	4839.0312	2270.56325
HPN	3.11305	688.41455	3.9217	4.4739	3663.8676	3197.2714	3782.9574	886.9908	92.6606	905.9188	5105.2703	12.5696	788.6026	2.6247	159.9822	10.9664	5.2395	3473.1491	2774.99265	4716.5363	588.3692	549.887	829.1162	8.4101	428.48765
ITGA5	2185.8663	2115.85345	1421.6039	1235.2941	806.44165	4471.1479	725.4207	1753.9234	2744.4539	1091.9447	1491.25	1402.2059	1135.4365	8037.6344	1978.9549	6453.7354	1027.7091	977.6705	917.84205	859.82165	3325.6303	3844.5325	2740.68945	2744.7467	2748.05765
ITGB6	2155.37095	890.02875	2106.15315	616.4909	265.4162	206.7704	1024.4698	2680.7018	1448.0143	306.0564	143.0377	590.04885	392.16445	815.7434	1763.8308	8.4806	676.2035	1692.3077	1546.1437	1195.3946	3901.4523	4005.6366	474.17835	609.7655	51.71415
