NAME	BLCA_C	BRCA_C	CESC_C	COAD_C	KICH_C	KIRC_C	KIRP_C	LUAD_C	LUSC_C	OV_C	PRAD_C	READ_C	UCEC_C	BLCA_N	BRCA_N	CESC_N	COAD_N	KICH_N	KIRC_N	KIRP_N	LUAD_N	LUSC_N	PRAD_N	READ_N	UCEC_N
DSP	6689.9911	13990.10325	23866.42135	8461.9914	7019.2513	1778.3655	3091.1901	6050.1697	21009.8917	9117.051	8237.8322	8963.6836	5979.356	3758.9041	11981.9062	221.2014	11737.616	4127.9231	6101.0824	5224.7047	1589.6679	1437.9908	8055.78725	10138.1769	950.6369
EP300	1737.7435	2492.48895	1701.4891	2115.6043	2783.46155	2322.913	1547.3684	2146.7165	2622.2548	2497.7929	2253.2452	2157.3656	1900.78785	2228.334	3055.5723	1903.3003	2580.3799	2060.7106	2563.70655	2471.20085	2537.1515	2708.1416	2460.08205	2330.8228	1878.22415
EPM2A	76.26815	130.59965	82.5452	69.1874	174.22815	151.3796	117.2781	73.6013	96.6509	96.3615	148.2059	72.0256	80.4063	196.82	241.596	309.5406	114.845	361.4967	423.0955	388.9538	185.1718	181.0415	254.5483	350.6237	278.98215
ERBB3	3051.45715	6966.17615	2650.1133	7169.614	957.00435	3974.6727	4012.4434	4529.0323	1493.8128	3001.816	5613.3791	7004.00995	2531.0642	1653.6986	3834.4402	153.3569	7422.0683	1535.4555	2222.78805	2296.29825	2925.3296	2467.8333	3243.1206	4789.71515	898.02035
EYA2	288.9277	226.67385	1685.77965	18.9461	10.27615	37.789	85.5574	76.9231	652.819	2079.1042	1034.6981	24.7663	5253.72495	130.9434	588.5775	291.5194	443.2892	122.5616	189.8141	223.88795	54.1232	85.2225	1022.7551	157.5807	1512.8058
FAM13B	461.5336	833.1288	503.6649	399.1236	782.8477	815.9685	542.0995	506.1765	430.0454	577.9349	943.5839	420.32015	558.5131	1058.5977	1432.8348	1100.3004	719.786	858.3269	969.4042	917.36675	977.757	918.97	1498.06095	1017.7524	1170.938
FANCL	473.6495	320.83785	656.90795	323.5829	120.4061	233.87	190.7211	274.8914	397.2268	298.4139	284.6108	340.9709	322.7715	246.2192	291.2566	411.7591	181.6795	176.3751	142.26445	131.6317	167.6977	166.2138	239.1987	207.33745	425.0482
FASLG	5.68405	11.7206	25.2644	9.6618	5.46495	37.1445	6.3412	19.4518	15.1707	8.1101	4.7319	8.57815	14.1271	357.5112	418.4188	546.6431	682.3576	236.251	275.5768	234.3791	702.8939	765.0643	386.33465	858.18945	463.24165
FAS	215.15835	256.6105	482.86335	308.0256	111.84635	708.8391	618.5151	440.7324	354.1667	390.4038	226.0479	248.7592	210.412	939.0459	1039.1509	858.4158	735.0078	867.8596	916.0353	819.08405	767.7966	791.8486	816.44215	900.13935	860.3578
FBXO7	1901.1477	1936.0638	2002.48165	1919.4003	4528.70245	2574.6606	2328.9624	1923.3837	2131.9403	2096.7256	1794.0679	1901.00425	1788.3941	2058.0822	2379.8786	2379.5053	2110.7784	2744.154	3043.02215	3136.9209	2734.3606	2631.0481	1985.75595	2014.82115	2305.642
FGF14	23.6143	99.31285	5.02765	11.0203	510.2958	65.8392	38.6051	120.2148	53.4169	11.925	29.0525	19.8297	12.1942	21.6606	45.3839	16.2544	6.1615	61.8889	62.17935	49.1171	24.4094	22.5453	55.85485	13.3976	24.20775
FGFR3	2794.05035	311.32015	2405.91355	481.4443	8.11855	549.7107	673.0973	402.7256	1897.705	179.9866	499.406	494.86455	200	1980.0797	76.5957	194.7195	904.6795	1608.4857	901.688	1393.38545	813.5747	735.2404	457.34415	652.10645	156.67
FNIP2	193.25145	406.90325	199.2255	562.481	2469.8433	1103.2897	885.6146	833.3658	346.0677	173.7855	692.5892	513.71035	217.75265	341.0915	917.787	289.3993	1190.7357	1312.7377	1802.7407	1666.6415	1415.9072	1488.4418	616.00575	1141.19695	290.0226
FOXO3	902.8803	1855.1358	1166.0474	1579.1837	981.27695	1730.4816	1360.6968	1103.1371	1377.4752	1690.4137	2210.5021	1955.69355	2271.5481	1457.7259	2681.2782	2736.3958	1738.8738	1284.3582	1626.81475	1378.93045	1867.5896	1913.9229	2287.37445	1659.0444	1951.89505
FUNDC1	389.43995	406.95875	414.6935	282.7443	535.5632	328.4032	276.901	324.2867	350.7627	280.3689	373.1642	307.7602	309.10415	283.6041	263.953	264.3564	198.3211	398.4132	349.04285	297.0264	189.5321	189.4042	318.09235	237.2904	316.6563
GSK3A	2045.212	1729.03735	1645.14335	1731.2022	1980.7418	1391.1893	1515.2294	1430.5001	1913.6622	2747.5575	1861.0879	1635.5628	2012.94265	1558.955	1198.0164	1557.7558	1760.3041	1556.3698	1406.348	1656.58995	1212.8483	1313.8376	1647.07505	1489.60105	1599.3474
GSK3B	1239.4319	1668.50375	1581.46855	1337.8781	1559.49465	1086.0852	1455.0243	1139.8499	1859.0893	1534.2338	1222.5239	1424.87145	999.49545	969.2052	1524.9658	742.4028	1138.4851	1035.5295	1350.4768	1155.8774	1464.2953	1375.1017	1154.744	1198.2743	885.41715
HIPK2	532.5338	1896.08505	681.92615	1285.616	6164.45925	9154.1353	3572.9707	1854.263	1262.2814	2144.4992	4130.6804	1203.93505	1666.82865	811.0236	3325.188	727.0733	1700.6432	5486.4389	8189.03745	7732.63615	2626.9947	2505.2889	2805.8221	1426.8359	1032.9624
HSP90AA1	24993.08495	27069.5966	24854.3683	24367.5509	29933.10505	11115.9418	17299.0226	20273.0784	25515.6645	17514.7324	19678.1318	25611.0465	20468.5527	20741.4268	23379.7701	13880.1919	14333.0838	17713.6316	21765.5897	18270.0349	17093.2136	17035.5963	20809.66755	14884.98595	14953.85605
HTRA2	726.12105	603.6828	613.47385	602.5178	366.2009	711.431	812.2718	605.162	666.152	831.7084	587.9071	589.8308	732.2146	572.4322	535.3075	863.3145	553.5056	664.2118	547.71615	596.21975	478.0837	507.6117	442.05095	519.87355	776.6193
IL1A	192.53425	2.12355	52.9124	18.2148	1.934	1.3011	2.3265	9.5541	79.2298	7.0778	0.4191	18.4447	4.6234	66.3265	2.6377	0.9901	3.83	0.7488	0.70065	0.62135	73.7507	65.6425	1.4518	7.28235	1.92615
IL1R1	1253.46975	1250.06965	732.83165	520.8086	366.27275	1436.9774	1201.8141	2895.0249	1832.6253	2264.5133	4893.962	531.4086	1636.5177	1836.2709	3108.3217	3189.769	1069.7156	1704.2205	1886.37885	1461.4999	4468.7427	4952.7934	6208.38985	1063.2356	2989.6481
IL2	0	0.2647	0	0	0	0.3771	0	0.4963	0	0	0	0	0	227.9412	203.9538	127.2104	445.7023	39.0487	43.5298	40.31445	451.3588	606.9213	146.31285	312.75945	249.8904
INHBA	93.244	285.53665	44.26955	153.6899	17.8029	89.7947	12.5965	177.7271	220.7695	81.1137	30.4207	190.052	35.4985	27.4964	31.0458	46.2046	3.9843	41.5639	45.4373	26.5366	319.5635	379.0554	27.14665	10.18925	41.8679
IRAK3	108.89845	150.39285	184.2949	102.8192	60.98205	350.3704	90.2072	436.9748	288.7413	104.9413	130.1717	82.4961	55.03915	353.4247	617.1031	684.4884	181.4551	168.5521	181.8105	139.4926	1113.0319	1148.5576	285.46755	194.4329	197.2775
JAK2	224.6228	399.22075	364.94955	299.2498	365.05555	447.0966	232.172	331.4358	302.1542	177.3005	233.9623	279.771	151.5867	549.8542	635.5184	457.9505	403.7925	418.105	485.3348	361.0615	624.4218	668.1034	346.6923	409.09445	474.63535
KCNQ1	259.2426	150.777	179.788	2507.2245	4563.3382	321.2947	151.896	550.0705	209.2568	267.8165	451.3621	2407.16785	429.7981	420.9913	194.354	117.1518	1469.3915	1848.8869	1440.64025	1732.11435	1076.8549	1123.8914	492.3203	1266.65395	347.4943
KIAA0141	785.1945	1053.0973	774.13435	1140.3377	1790.79295	1490.2394	1176.053	983.78	652.2528	996.4986	1498.2931	1043.0494	1095.90175	1067.2734	1367.0709	1167.3749	1417.606	1589.1162	1508.44535	1660.50555	1270.679	1353.7095	1288.8449	1186.2201	1241.19975
KITLG	275.0523	1109.68095	591.18235	544.7603	1669.39685	700.3383	1550.3493	1715.0896	1323.1681	126.135	402.9163	471.28145	188.37885	640.6643	1114.8492	1046.5347	1210.4152	1901.5584	2308.16305	1596.25295	2202.0815	2051.3699	1024.43705	1247.06705	977.48445
KPNA1	1514.8456	1847.39435	1777.9916	1294.14	1355.5581	1307.8078	1357.1337	1377.9766	2272.1063	1664.59	1459.6051	1415.06205	1162.13355	1446.6605	1606.1947	1275.265	1168.5535	1227.8971	1451.76355	1200.5601	1292.2022	1358.0503	1500.7785	1255.6096	1171.3043
KPNB1	5021.8451	5194.224	5150.25775	5228.3629	2425.03165	3858.2472	3613.0593	5063.0705	5863.3611	4117.7971	4655.8021	4940.3387	4228.68735	4225.3165	4347.0019	2563.9576	3485.2608	3050.4034	3557.4938	3220.7101	3158.0475	3336.518	3553.15155	3813.29225	3294.1263
KRT18	18332.41385	14755.8246	8389.0935	29315.1468	8496.37045	7770.637	14696.5852	14343.19	5580.0283	15066.0596	15574.8777	23314.72475	17507.19105	7405.317	5843.2898	464.6643	19339.6572	5712.4439	4781.5941	4989.8407	6503.7011	7026.9965	10340.56565	17155.2424	3366.63395
KRT8	33651.83275	20880.83475	16843.4587	55483.5686	21858.66005	8213.9725	22233.819	20480.5263	14198.2511	21444.9398	15716.0069	46534.83315	25022.0248	13289.8223	7109.8054	780.8581	87439.5231	8383.6853	6081.8586	7300.78025	8394.4427	9028.4051	11842.2045	68306.92275	2775.54235
LAMP2	2872.0177	5110.06375	4337.25485	3322.1818	7926.7995	6469.3688	5375.9382	4525.0684	5848.8264	4080.6324	6025.2725	3891.57075	3521.42335	2804.7427	5246.022	3224.6744	2903.6842	5236.1137	6544.97805	5684.0351	4851.2573	4570.3113	6348.94745	3052.87415	3488.7103
LMNB1	1350.1048	1123.4732	2652.27505	1975.2679	92.61845	325.3216	169.2308	801.6321	1328.2648	1337.3035	241.8236	1930.4752	1634.46875	312.9412	210.4932	168.1979	1251.9509	106.692	99.9883	77.14295	247.646	292.7262	130.26995	1315.1299	267.38435
MAPK8	179.8966	281.16755	225.7201	265.4623	213.26385	236.4865	174.397	229.065	268.8953	253.4191	240.152	267.79985	213.8643	189.9293	330.653	154.7703	277.6754	315.7895	349.9124	296.90735	201.7428	225.2192	280.986	296.4361	198.31725
MAPK9	763.13395	1255.14825	838.918	1026.5338	1232.6254	1148.3965	870.9677	1104.9793	731.9686	742.0061	1206.0555	1028.0728	774.12525	824.5798	1033.0882	809.8698	1149.9443	944.3466	1027.32355	899.11055	1155.5851	1122.6924	1139.4819	1236.1299	874.255
MARK2	1869.1232	1747.02305	1752.24225	1881.3392	1723.35085	896.3771	1060.7127	1661.8611	1767.766	2255.8459	2052.387	1712.2073	1570.21745	1260.3668	1292.1279	781.5182	2846.4331	983.7722	891.92605	1032.06685	1189.8254	1204.893	1588.5628	2164.42025	866.8768
MDH1	2783.2855	2436.08365	3125.8499	2613.5621	3650.8104	2451.4673	3698.2989	2110.8787	3341.2064	2151.4793	2369.4084	2524.06395	2377.37545	2855.7514	2856.5512	2109.39	3425.2795	4686.5107	4807.03065	4567.2815	1768.8252	1969.2123	2757.26965	3730.3115	2078.94925
MLH1	707.43435	806.0165	720.4539	548.4982	731.6751	505.3054	660.4882	638.0036	573.8488	549.2496	810.0233	588.60795	469.17875	799.9312	737.3461	664.311	539.2857	768.7485	678.28275	650.17325	689.4631	739.0863	796.85915	707.57975	636.29555
MRPS10	919.74875	1009.5109	1045.32655	992.7567	576.2026	674.7119	790.779	1041.6487	1142.3313	1057.9625	699.1489	1102.7396	839.0804	814.713	808.7156	700.6601	760.1785	977.1547	983.511	800.41095	631.5205	637.4253	785.96755	950.076	717.5439
MSH2	821.57005	896.5689	1163.3026	828.8288	215.39215	511.4563	381.9355	721.7497	986.8926	1089.018	500.8333	937.97585	818.18845	504.1176	722.0745	328.0528	508.7138	447.0137	479.83985	395.40425	424.1147	429.9231	467.46235	590.72775	531.36565
MSH6	1411.1789	1694.7933	2283.93155	1068.5286	392.59685	961.5649	581.0709	1291.3939	2337.9959	1770.255	970.4731	1204.2066	1060.99155	1165.0718	1328.7505	1346.2046	676.1442	705.5176	904.061	702.0048	807.1979	848.2515	1010.36615	848.4978	1770.75435
MTMR3	1266.51795	1376.1373	1221.09975	933.2359	1442.94505	1270.4115	1087.7118	1344.1926	1542.3211	977.8093	1838.2852	965.75665	1154.02005	1399.9631	2000.4407	1492.7393	1524.8187	1290.3699	1540.74775	1534.61985	1521.8918	1592.0674	1633.4291	1284.5719	1509.47795
MYLK	935.89485	1749.65155	555.9381	1344.5997	1013.65555	5039.3212	1074.2857	1775.5319	1804.5796	1693.3245	9665.0564	1625.5631	981.0508	11773.6434	11518.4327	27396.1095	8479.645	4724.5157	5905.96725	5156.95995	5203.1417	5188.9786	34467.3385	27833.6215	18740.1337
MYOM1	18.8263	27.3882	17.26815	17.3855	25.59575	91.8378	19.2394	24.2302	13.2743	31.5167	66.8459	18.3453	23.5153	343.0137	408.284	234.629	151.0031	111.4614	140.56825	134.65655	56.266	76.3146	190.60845	533.218	182.823
NBN	1338.82225	1991.9541	1071.78235	1314.5875	1212.27425	1734.3038	1227.8533	1164.5472	1274.3197	1230.3571	1173.9627	1397.83735	897.69665	1080.3887	1759.8499	953.7102	979.1956	1138.3884	1429.6778	1083.0256	1223.7136	1214.5425	1249.48175	1174.99345	1022.32725
NFKB1	1197.595	1355.64255	1622.36775	1525.6711	1113.6028	1471.3605	1242.3641	1433.1244	1308.2401	954.7948	1158.7328	1330.5406	892.0381	1629.5853	1582.6193	1579.7121	1804.5918	1123.5375	1215.77405	1123.6396	1584.0249	1839.1437	1327.38235	1738.1304	1426.60715
NTHL1	323.2249	280.96305	339.03535	636.976	122.83095	149.4993	300.611	415.5622	251.3417	434.7507	303.7322	625.0157	594.06245	252.7132	137.051	437.0117	345.7538	255.4466	143.8897	212.52965	280.7757	231.5113	251.8143	359.5286	460.63115
OCLN	208.01025	449.38885	240.5807	554.2489	377.7172	128.7458	469.3141	796.7564	170.8932	463.7731	318.8864	591.70655	377.5105	189.1473	294.7826	27.0627	773.3509	724.3289	734.37155	604.0287	1000.8569	905.3299	223.78255	584.29175	73.16195
PDCD10	797.78025	787.3642	1186.46995	811.965	748.45815	491.7127	556.9462	675.8105	1483.8065	1084.4444	563.9977	860.90225	466.4125	0.3438	0.4615	0	0	0	0	0	0	0.2697	0.3413	0.17595	0
PDK4	197.00765	491.1977	44.1064	288.7378	735.184	8116.9116	592.5299	572.7264	136.5092	364.8069	891.9964	331.91465	240.9867	5945.2297	7605.0284	3815.7642	2457.1963	8196.2645	8658.8385	4942.4194	3968.51	3196.4897	3795.2127	4071.00135	2094.70375
PERP	13259.8644	4707.3116	26135.66285	9280.1376	1447.22575	2274.4897	3753.5464	4896.8622	27612.4681	3796.3986	4216.6783	11778.6633	4876.4689	5307.8689	6582.0106	1859.7173	4109.3557	3046.84	2174.00605	1883.1333	2844.5378	2673.9528	6273.21285	4839.94955	2303.50775
PHF23	840.28145	802.6966	746.5557	678.7989	486.72	696.4142	936.3334	762.1622	738.0291	914.5972	1102.7299	607.73505	1188.85785	746.4664	661.3059	837.8092	847.0628	947.3185	827.0393	856.6141	597.3508	559.8985	953.2066	760.02575	886.3056
PIK3C3	445.91495	581.52355	486.81885	367.2151	598.65045	612.0326	465.9957	431.1616	532.8913	420.0994	513.5115	335.96155	383.03005	531.809	696.225	438.8693	492.22	608.665	674.16175	549.76805	488.0686	530.3922	580.56375	527.84025	460.0134
PIK3CA	381.13355	531.5678	479.9073	269.3837	373.14055	482.9385	274.0259	367.686	792.233	456.2447	287.3429	306.0535	232.72295	474.0525	889.7813	307.7739	299.3653	387.4859	581.1778	417.92525	480.5915	490.0104	382.17605	366.6165	325.88205
PIK3CB	676.04955	1050.6515	973.86545	1032.6042	791.10395	1387.3013	1146.6437	881.0217	1002.1082	879.4207	1150.8457	1108.58385	575.028	696.793	1100.9434	583.3922	1220.1789	1284.1942	1700.48065	1397.8279	850.998	804.2578	1099.7554	1203.2674	512.27215
PIK3CG	26.77135	75.26545	25.63175	42.1607	32.6454	173.2326	36.9212	131.4295	75.0682	60.0616	21.2373	33.60475	21.21845	48.4728	103.278	31.8021	174.8072	41.0948	72.55865	41.5711	262.226	289.5	34.3607	204.7772	28.5625
POLB	517.7099	569.96035	437.5858	303.8724	192.70865	198.138	193.7736	410.1811	504.6289	330.4852	623.7981	343.72125	360.37185	318.3673	368.0035	227.5531	167.1913	281.5356	220.02525	188.175	225.0233	225.7228	423.88485	164.776	285.9071
PPARGC1A	4.9148	18.6432	14.95955	223.6864	6873.88175	606.1972	1923.7511	58.7473	36.4703	10.0647	65.4206	198.9435	16.34105	114.6345	120.0423	56.1837	873.9543	2720.4155	3278.27925	2928.9523	291.4894	270.3979	286.2753	807.0824	75.68625
PPP2R5C	1709.6861	2082.3864	1957.12565	2295.3368	2113.94265	1608.542	1307.6195	2197.0317	2223.6748	1873.6607	1687.6194	2306.60325	1705.8001	2260.2041	2414.2591	2435.3135	2162.6214	1741.3809	1899.8041	1642.321	2479.578	2414.4996	2048.8466	2653.1287	2370.75865
PPP3CB	891.63985	1294.6058	784.6634	763.7993	698.24105	931.1197	795.3534	1013.0597	954.0993	987.6289	1279.0956	745.3955	902.08605	1586.8877	1681.5192	1989.3993	971.172	1215.9779	1259.9205	1108.83105	1133.7868	1148.5598	1707.47125	1425.4765	1665.25685
PPP3CC	254.69485	266.59205	272.5556	194.174	480.99055	419.5507	252.7731	261.9128	272.8638	127.5572	307.3225	192.9141	212.1953	453.321	375.0183	620.165	236.6378	379.0825	331.3196	315.77535	451.6446	476.6675	371.44555	301.49575	349.06515
PRKAG2	365.90845	498.83365	400.64035	500.3204	4354.8121	762.1009	470.7148	582.9341	446.2633	651.2363	979.4571	515.6074	532.3644	896.8992	690.4834	804.2904	746.8463	1330.5116	1053.98695	1041.90555	623.2732	599.3914	971.54355	839.9822	542.64905
PRKAR2A	151.7628	344.2511	152.71215	389.5667	291.83655	232.668	179.8002	283.2463	227.601	405.3213	289.5965	433.6979	181.42	301.0204	522.2437	119.4346	565.4852	378.2235	502.4646	479.75075	343.2099	356.6351	410.91105	619.82415	140.1371
PRKAR2B	109.82735	883.9371	74.1148	90.9196	59.3087	114.7931	150.4048	243.6306	146.4226	322.6866	448.8091	97.48015	84.1884	819.8263	3096.556	553.2557	443.6967	691.6063	545.512	377.8434	377.7403	354.0603	568.7913	649.2511	630.34695
PRKCQ	26.19135	22.82565	84.54435	66.0759	32.3528	128.9389	225.6422	72.694	72.4617	251.5688	18.4011	69.9546	141.2885	56.8486	38.7597	47.1556	48.4211	549.9453	487.58175	419.03035	294.2561	283.4794	33.7582	59.6284	196.10015
PSEN1	1701.46715	2056.8844	1848.43455	2030.4721	2130.6967	1645.0286	1991.5749	2038.8087	1787.0516	1616.5735	1822.4044	1977.4724	1710.8407	1461.9178	1873.5294	1430.5689	3362.8353	1838.1962	2078.28775	1859.17385	2103.537	2076.8776	1837.78785	2862.24675	1480.78065
PSMA3	1665.0947	1379.80325	1912.06255	1707.2248	1309.6976	1013.0634	993.0482	1488.5362	1697.8622	1036.1642	1155.2751	1660.3217	1655.30055	1072.9665	980.2388	1188.7789	1118.9215	993.8059	997.4049	873.5246	1102.4293	1118.2641	986.86745	1143.8918	1158.0746
PSMC4	2560.3565	1742.09825	2274.0677	1961.9429	1701.7282	1396.7496	1918.9608	1798.1791	2518.107	2386.5031	1753.0562	1880.95595	2896.3379	1535.3357	988.1423	1562.7142	1715.6421	1670.025	1552.661	1719.5405	1083.1368	1209.4403	1658.119	1611.6638	1428.82275
PSMD14	1508.851	1365.3831	1682.28495	1665.4024	717.4909	893.6885	1057.187	1445.7041	1967.2378	1115.7601	986.3777	1768.44705	1502.92235	863.5171	823.3739	658.5332	891.7489	920.0362	915.4783	831.3894	762.3839	824.4444	864.08475	1035.0575	795.8941
PSMD5	715.84325	1209.0875	982.30675	903.3816	461.9187	721.6985	537.6155	936.8044	968.8856	1179.6068	911.215	923.5524	675.11915	763.8484	1077.0465	815.1815	731.0248	749.6707	771.02315	621.2292	774.0727	763.2329	967.2414	753.52895	762.55655
PSME1	4242.14175	3573.2648	4378.398	3979.5134	4229.47815	3752.1574	3818.1554	3707.5164	2977.7174	3939.7183	3588.3041	3376.9841	3842.25415	3351.7647	2256.2146	3903.8869	3948.0449	3525.6148	3164.8274	3014.61055	3558.3567	3646.3107	3337.1965	3553.0499	3705.3537
